Card Shark$$%%1371720$$%%15,740$$%%130.1 k$$%%122.6 k$$%%74.1 k
Weird RPG$$%%1902710$$%%14,637$$%%62.0 k$$%%199.1 k$$%%113.9 k
Afterimage$$%%1701520$$%%23,891$$%%852.7 k$$%%129.7 k$$%%185.4 k
Wall World$$%%2187290$$%%16,586$$%%402.5 k$$%%449.2 k$$%%232.4 k
Luck be a Landlord$$%%1404850$$%%11,097$$%%553.8 k$$%%484.1 k$$%%285.0 k
Cassette Beasts$$%%1321440$$%%34,657$$%%207.3 k$$%%247.6 k$$%%208.3 k
Brotato$$%%1942280$$%%59,825$$%%1.54 M$$%%3.48 M$$%%2.29 M
Backpack Hero$$%%1970580$$%%31,721$$%%302.7 k$$%%530.5 k$$%%201.7 k
Slay the Princess$$%%1989270$$%%37,587$$%%215.0 k$$%%279.7 k$$%%352.6 k
WORLD OF HORROR$$%%913740$$%%62,372$$%%508.3 k$$%%287.0 k$$%%266.8 k
SANABI$$%%1562700$$%%23,151$$%%111.1 k$$%%462.1 k$$%%775.2 k
Pseudoregalia$$%%2365810$$%%14,340$$%%300.0 k$$%%198.9 k$$%%282.1 k
Viewfinder$$%%1382070$$%%46,212$$%%180.4 k$$%%198.0 k$$%%175.3 k
Terra Nil$$%%1593030$$%%78,355$$%%172.0 k$$%%293.6 k$$%%158.4 k
Astral Ascent$$%%1280930$$%%22,697$$%%82.0 k$$%%140.2 k$$%%119.8 k
The Last Faith$$%%1274600$$%%34,070$$%%47.5 k$$%%64.0 k$$%%87.2 k
COCOON$$%%1497440$$%%22,964$$%%126.1 k$$%%129.2 k$$%%164.1 k
Pizza Tower$$%%2231450$$%%47,667$$%%528.1 k$$%%934.1 k$$%%1.09 M
Darkest Dungeon® II$$%%1940340$$%%75,751$$%%323.0 k$$%%506.9 k$$%%471.3 k
My Time at Sandrock$$%%1084600$$%%129,223$$%%331.9 k$$%%923.3 k$$%%709.6 k
Bomb Rush Cyberfunk$$%%1353230$$%%42,720$$%%215.4 k$$%%172.8 k$$%%307.4 k
Wandering Sword$$%%1876890$$%%52,880$$%%74.2 k$$%%327.4 k$$%%518.5 k
Blasphemous 2$$%%2114740$$%%35,452$$%%210.7 k$$%%272.0 k$$%%287.7 k
The Last Spell$$%%1105670$$%%61,883$$%%281.4 k$$%%344.2 k$$%%308.9 k
TEVI$$%%2230650$$%%20,319$$%%54.4 k$$%%63.2 k$$%%82.2 k
Sea of Stars$$%%1244090$$%%100,218$$%%333.1 k$$%%248.0 k$$%%296.4 k
DREDGE$$%%1562430$$%%111,285$$%%778.2 k$$%%1.13 M$$%%949.4 k
Birth$$%%1889040$$%%5,281$$%%42.4 k$$%%103.7 k$$%%66.7 k
Dordogne$$%%1272840$$%%8,068$$%%17.7 k$$%%17.7 k$$%%16.8 k
Venba$$%%1491670$$%%7,540$$%%94.4 k$$%%40.7 k$$%%43.2 k
Saltsea Chronicles$$%%1419620$$%%1,604$$%%3.3 k$$%%1.9 k$$%%2.6 k
A Highland Song$$%%1240060$$%%5,329$$%%16.0 k$$%%11.1 k$$%%10.1 k
Jusant$$%%1977170$$%%21,930$$%%74.6 k$$%%69.8 k$$%%74.8 k
Pascal's Wager: Definitive Edition$$%%1456650$$%%7,691$$%%$$%%$$%%
Endless Road：Reborn$$%%782570$$%%4,113$$%%$$%%$$%%
Journey$$%%2408630$$%%131$$%%$$%%743$$%%630
BQM - BlockQuest Maker$$%%2121180$$%%139$$%%$$%%58$$%%240
PICO PARK$$%%1509960$$%%53,569$$%%$$%%$$%%
Ori and the Blind Forest: Definitive Edition$$%%387290$$%%120,500$$%%$$%%$$%%
INSIDE$$%%2596760$$%%68$$%%$$%%$$%%
Shovel Knight: Treasure Trove$$%%250760$$%%60,453$$%%$$%%$$%%
EarthNight$$%%777410$$%%696$$%%$$%%1.2 k$$%%2.9 k
Munchin: Quacked Quest$$%%926730$$%%1,359$$%%13.8 k$$%%$$%%1.6 k
SuperMash$$%%872720$$%%331$$%%$$%%748$$%%1.4 k
Astroblaster$$%%2058250$$%%5$$%%$$%%$$%%
JUMPGRID$$%%942060$$%%210$$%%$$%%1.7 k$$%%2.3 k
Good Knight$$%%1281400$$%%613$$%%$$%%$$%%
WATCH$$%%1228410$$%%391$$%%$$%%1.5 k$$%%1.7 k
Bright Memory: Infinite$$%%1178830$$%%96,489$$%%$$%%$$%%
Pascal's Wager: Definitive Edition$$%%1456650$$%%7,691$$%%47.4 k$$%%21.6 k$$%%35.0 k
Endless Road：Reborn$$%%782570$$%%4,113$$%%178.7 k$$%%22.8 k$$%%14.6 k
Journey$$%%2408630$$%%131$$%%$$%%743$$%%630
BQM - BlockQuest Maker$$%%2121180$$%%139$$%%$$%%58$$%%240
PICO PARK$$%%1509960$$%%53,569$$%%1.57 M$$%%3.03 M$$%%765.8 k
Ori and the Blind Forest: Definitive Edition$$%%387290$$%%120,500$$%%4.10 M$$%%2.48 M$$%%1.89 M
INSIDE$$%%2596760$$%%68$$%%$$%%$$%%
Shovel Knight: Treasure Trove$$%%250760$$%%60,453$$%%1.67 M$$%%687.3 k$$%%777.8 k
EarthNight$$%%777410$$%%696$$%%$$%%1.2 k$$%%2.9 k
Munchin: Quacked Quest$$%%926730$$%%1,359$$%%13.8 k$$%%$$%%1.6 k
SuperMash$$%%872720$$%%331$$%%$$%%748$$%%1.4 k
Astroblaster$$%%2058250$$%%5$$%%$$%%$$%%
JUMPGRID$$%%942060$$%%210$$%%$$%%1.7 k$$%%2.3 k
Good Knight$$%%1281400$$%%613$$%%$$%%1.4 k$$%%3.2 k
WATCH$$%%1228410$$%%391$$%%$$%%1.5 k$$%%1.7 k
Bright Memory: Infinite$$%%1178830$$%%96,489$$%%1.20 M$$%%1.36 M$$%%1.12 M
